hh_id,perid,household_serial_no,pnum,age,sex,miltary,pemploy,pstudent,ptype,educ,grade,occen5,occsoc5,indcen,weeks,hours,rac1p,hisp,version,timeFactorWork,timeFactorNonWork,SampleRate
911105,2498383,0,2,21,2,0,2,2,3,9,6,0,11-1021,0,5,35,1,1,0,0.47,0.52,1.0
911105,2498384,0,3,28,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.81,1.72,1.0
911105,2498385,0,4,29,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.55,0.6,1.0
911105,2498386,0,5,89,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.86,0.89,1.0
911188,2498606,0,1,48,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.57,0.62,1.0
911188,2498607,0,2,41,2,0,1,3,1,1,0,0,31-1010,0,1,35,1,1,0,0.76,0.8,1.0
911189,2498608,0,1,30,2,0,3,3,4,13,0,0,11-1021,0,5,0,1,1,0,1.82,1.72,1.0
911189,2498609,0,2,38,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.88,0.91,1.0
911190,2498610,0,1,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.38,0.44,1.0
911190,2498611,0,2,56,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.8,0.84,1.0
911190,2498612,0,3,60,2,0,1,3,1,13,0,0,31-1010,0,1,35,1,1,0,2.02,1.9,1.0
911191,2498613,0,1,41,2,0,2,3,2,9,0,0,31-1010,0,1,0,1,1,0,0.57,0.63,1.0
911191,2498614,0,2,63,2,0,3,3,4,1,0,0,00-0000,0,5,0,1,1,0,0.53,0.59,1.0
911191,2498615,0,3,4,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.66,0.71,1.0
911192,2498616,0,1,38,1,0,1,3,1,1,0,0,45-1010,0,1,35,8,2,0,0.48,0.54,1.0
911192,2498617,0,2,59,2,0,3,3,4,1,0,0,00-0000,0,5,0,8,2,0,0.55,0.6,1.0
911193,2498618,0,1,42,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.72,0.76,1.0
911193,2498619,0,2,65,1,0,3,3,5,9,0,0,45-1010,0,5,0,1,1,0,0.56,0.62,1.0
911193,2498620,0,3,78,2,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,0.74,0.78,1.0
911194,2498621,0,1,61,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.51,0.57,1.0
911194,2498622,0,2,63,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.76,0.8,1.0
911195,2498623,0,1,9,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.02,1.04,1.0
911195,2498624,0,2,41,2,0,1,3,1,13,0,0,51-1011,0,1,35,1,1,0,0.52,0.57,1.0
911195,2498625,0,3,41,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.49,0.55,1.0
911196,2498626,0,1,9,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.73,1.65,1.0
911196,2498627,0,2,34,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,2,0,0.85,0.89,1.0
911196,2498628,0,3,61,1,0,1,3,1,13,0,0,55-1010,9770,1,35,1,1,0,0.77,0.81,1.0
911196,2498629,0,4,68,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.25,1.24,1.0
911197,2498630,0,1,21,2,0,2,2,3,9,6,0,41-1011,0,1,0,1,2,0,0.42,0.48,1.0
911197,2498631,0,2,61,1,0,3,3,4,9,0,0,31-1010,0,5,0,1,1,0,0.99,1.01,1.0
911198,2498632,0,1,38,2,0,3,3,4,13,0,0,00-0000,0,5,0,1,1,0,0.69,0.74,1.0
911198,2498633,0,2,40,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.44,0.5,1.0
911198,2498634,0,3,3,1,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.78,0.82,1.0
911199,2498635,0,1,68,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.88,0.91,1.0
911199,2498636,0,2,54,2,0,1,3,1,13,0,0,41-1011,0,1,35,1,1,0,0.54,0.6,1.0
911200,2498637,0,1,46,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,1.39,1.36,1.0
911201,2498638,0,1,63,1,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.88,0.91,1.0
911202,2498639,0,1,32,1,0,1,3,1,9,0,0,45-1010,0,1,35,1,1,0,0.81,0.85,1.0
911203,2498640,0,1,62,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,1.01,1.03,1.0
911204,2498641,0,1,49,2,0,1,3,1,9,0,0,45-1010,0,1,35,8,2,0,1.78,1.69,1.0
911205,2498642,0,1,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,1.15,1.15,1.0
911205,2498643,0,2,13,2,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,1.08,1.09,1.0
911205,2498644,0,3,45,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.82,0.85,1.0
911205,2498645,0,4,65,1,0,2,3,2,13,0,0,45-1010,0,1,0,8,2,0,0.9,0.93,1.0
911206,2498646,0,1,7,1,0,4,1,7,1,2,0,00-0000,0,5,0,6,1,0,0.83,0.87,1.0
911206,2498647,0,2,14,1,0,4,1,7,1,5,0,00-0000,0,5,0,6,1,0,0.86,0.89,1.0
911206,2498648,0,3,18,1,0,2,2,3,9,6,0,51-1011,0,5,0,6,1,0,1.54,1.49,1.0
911206,2498649,0,4,37,2,0,3,3,4,13,0,0,11-1021,0,5,0,6,1,0,0.57,0.62,1.0
911206,2498650,0,5,40,1,0,2,3,2,13,0,0,31-1010,0,1,0,6,1,0,0.49,0.54,1.0
911207,2498651,0,1,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.81,0.85,1.0
911207,2498652,0,2,11,1,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.68,0.73,1.0
911207,2498653,0,3,12,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,0.41,0.47,1.0
911207,2498654,0,4,30,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.46,0.51,1.0
911207,2498655,0,5,51,2,0,1,3,1,9,0,0,51-1011,0,1,35,1,2,0,3.5,3.07,1.0
911207,2498656,0,6,83,1,0,3,3,5,13,0,0,00-0000,0,5,0,1,2,0,1.2,1.2,1.0
911208,2498657,0,1,57,2,0,1,3,1,13,0,0,31-1010,0,1,35,9,1,0,0.46,0.52,1.0
911208,2498658,0,2,58,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.8,0.84,1.0
911208,2498659,0,3,74,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.02,1.04,1.0
911208,2498660,0,4,76,1,0,2,3,2,13,0,0,11-1021,0,1,0,1,1,0,0.51,0.57,1.0
911209,2498661,0,1,1,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,2,0,0.33,0.38,1.0
911209,2498662,0,2,1,2,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,1.66,1.6,1.0
911209,2498663,0,3,1,1,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,1.31,1.29,1.0
911209,2498664,0,4,3,1,0,4,3,8,1,0,0,00-0000,0,5,0,1,2,0,1.5,1.45,1.0
911209,2498665,0,5,3,1,0,4,3,8,1,0,0,00-0000,0,5,0,1,2,0,0.25,0.3,1.0
911209,2498666,0,6,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,2,0,1.2,1.2,1.0
911209,2498667,0,7,33,2,0,1,3,1,1,0,0,31-1010,0,1,35,6,2,0,0.52,0.57,1.0
911209,2498668,0,8,34,1,0,3,3,4,9,0,0,45-1010,0,5,0,1,2,0,0.56,0.62,1.0
911210,2498669,0,1,25,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.96,0.99,1.0
911211,2498670,0,1,68,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.59,0.64,1.0
911211,2498671,0,2,70,2,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,2.16,2.01,1.0
911212,2498672,0,1,1,1,0,4,3,8,1,0,0,00-0000,0,5,0,8,2,0,1.47,1.43,1.0
911212,2498673,0,2,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,8,2,0,1.62,1.56,1.0
911212,2498674,0,3,22,2,0,1,3,1,13,0,0,55-1010,9770,1,35,9,2,0,2.11,1.97,1.0
911212,2498675,0,4,24,1,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,0.82,0.86,1.0
911213,2498676,0,1,32,1,0,3,3,4,1,0,0,45-1010,0,5,0,8,2,0,0.74,0.78,1.0
911213,2498677,0,2,33,1,0,1,3,1,9,0,0,45-1010,0,1,35,8,2,0,0.48,0.54,1.0
911213,2498678,0,3,58,1,0,2,3,2,9,0,0,51-1011,0,1,0,1,2,0,1.43,1.4,1.0
911213,2498679,0,4,61,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,2,0,0.58,0.63,1.0
911214,2498680,0,1,63,1,0,3,3,4,13,0,0,00-0000,0,5,0,1,2,0,0.71,0.76,1.0
911214,2498681,0,2,75,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,2,0,0.27,0.32,1.0
911215,2498682,0,1,36,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.96,0.99,1.0
911215,2498683,0,2,32,2,0,2,3,2,9,0,0,11-1021,0,1,0,1,1,0,1.17,1.17,1.0
911215,2498684,0,3,2,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,2.01,1.88,1.0
911216,2498685,0,1,70,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.37,1.34,1.0
911216,2498686,0,2,69,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.27,1.26,1.0
911217,2498687,0,1,62,1,0,2,3,2,9,0,0,11-1021,0,1,0,1,1,0,0.85,0.88,1.0
911217,2498688,0,2,56,2,0,1,3,1,1,0,0,31-1010,0,1,35,6,1,0,0.38,0.44,1.0
911217,2498689,0,3,56,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.54,0.59,1.0
911217,2498690,0,4,83,2,0,3,3,5,13,0,0,31-1010,0,5,0,1,1,0,0.24,0.29,1.0
911218,2498691,0,1,21,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,1.56,1.51,1.0
911218,2498692,0,2,63,2,0,3,3,4,13,0,0,00-0000,0,5,0,1,1,0,0.24,0.29,1.0
911218,2498693,0,3,60,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,2.03,1.9,1.0
911219,2498694,0,1,73,1,0,2,3,2,1,0,0,45-1010,0,1,0,1,1,0,0.52,0.58,1.0
911219,2498695,0,2,69,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.37,0.43,1.0
911220,2498696,0,1,55,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,3.27,2.89,1.0
911220,2498697,0,2,64,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.5,0.56,1.0
911220,2498698,0,3,79,1,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,0.46,0.52,1.0
911221,2498699,0,1,61,2,0,2,3,2,13,0,0,41-1011,0,1,0,1,1,0,0.59,0.64,1.0
911222,2498700,0,1,65,1,0,3,3,5,13,0,0,11-1021,0,5,0,1,1,0,1.78,1.7,1.0
911223,2498701,0,1,38,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.29,0.34,1.0
911224,2498702,0,1,53,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,1.3,1.29,1.0
911225,2498703,0,1,63,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,1.02,1.04,1.0
911226,2498704,0,1,60,1,0,3,3,4,9,0,0,00-0000,0,5,0,2,1,0,0.97,1.0,1.0
911227,2498705,0,1,26,2,0,1,3,1,9,0,0,31-1010,0,1,35,1,1,0,0.77,0.81,1.0
911227,2498706,0,2,34,2,0,3,3,4,1,0,0,00-0000,0,5,0,1,1,0,1.06,1.08,1.0
911228,2498707,0,1,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.14,1.15,1.0
911228,2498708,0,2,17,2,0,3,1,6,1,5,0,00-0000,0,5,0,1,1,0,0.46,0.51,1.0
911228,2498709,0,3,62,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.43,1.4,1.0
911228,2498710,0,4,65,2,0,2,3,2,9,0,0,41-1011,0,1,0,1,1,0,0.3,0.36,1.0
911229,2498711,0,1,55,2,0,1,3,1,9,0,0,11-1021,0,1,35,6,1,0,1.77,1.69,1.0
911229,2498712,0,2,30,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.52,0.58,1.0
911229,2498713,0,3,30,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.9,0.93,1.0
911229,2498714,0,4,1,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.94,0.97,1.0
911230,2498715,0,1,30,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.52,0.57,1.0
911230,2498716,0,2,63,1,0,2,3,2,9,0,0,41-1011,0,1,0,1,1,0,0.42,0.48,1.0
911230,2498717,0,3,74,2,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,1.31,1.3,1.0
911231,2498718,0,1,23,2,0,1,3,1,13,0,0,31-1010,0,1,35,1,1,0,1.32,1.3,1.0
911231,2498719,0,2,33,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.17,0.22,1.0
911232,2498720,0,1,0,1,0,4,3,8,1,0,0,00-0000,0,5,0,9,2,0,1.19,1.19,1.0
911232,2498721,0,2,18,2,0,2,3,2,9,0,0,41-1011,0,1,0,8,2,0,0.61,0.66,1.0
911232,2498722,0,3,18,1,0,2,2,3,9,6,0,31-1010,0,5,0,5,2,0,0.36,0.42,1.0
911232,2498723,0,4,22,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,2,0,1.86,1.76,1.0
911232,2498724,0,5,33,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.33,0.39,1.0
911232,2498725,0,6,37,1,0,1,3,1,9,0,0,11-1021,0,1,35,8,2,0,1.17,1.17,1.0
911233,2498726,0,1,10,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,1.33,1.31,1.0
911233,2498727,0,2,15,1,0,4,1,7,1,5,0,00-0000,0,5,0,1,1,0,0.67,0.71,1.0
911233,2498728,0,3,24,2,0,2,2,3,9,6,0,31-1010,0,1,0,1,1,0,0.31,0.36,1.0
911234,2498729,0,1,0,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.59,0.65,1.0
911234,2498730,0,2,35,2,0,2,2,3,13,6,0,41-1011,0,5,0,1,1,0,2.27,2.1,1.0
911286,2498862,0,1,34,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.95,0.98,1.0
911286,2498863,0,2,50,2,0,1,3,1,13,0,0,31-1010,0,1,35,1,1,0,1.2,1.2,1.0
911286,2498864,0,3,59,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.99,1.01,1.0
911287,2498865,0,1,12,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.44,0.5,1.0
911287,2498866,0,2,42,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.85,0.88,1.0
911287,2498867,0,3,89,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.57,0.62,1.0
911288,2498868,0,1,71,2,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,2.1,1.96,1.0
911288,2498869,0,2,85,1,0,3,3,5,13,0,0,11-1021,0,5,0,1,1,0,0.89,0.92,1.0
911289,2498870,0,1,47,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.29,1.28,1.0
911289,2498871,0,2,88,2,0,3,3,5,1,0,0,00-0000,0,5,0,1,1,0,1.56,1.51,1.0
911290,2498872,0,1,56,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.38,0.44,1.0
911290,2498873,0,2,57,2,0,2,3,2,1,0,0,31-1010,0,1,0,1,1,0,0.71,0.76,1.0
911291,2498874,0,1,58,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.17,1.17,1.0
911291,2498875,0,2,59,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.83,0.87,1.0
911292,2498876,0,1,47,1,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.84,0.87,1.0
911292,2498877,0,2,65,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.39,0.45,1.0
911293,2498878,0,1,32,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,2.71,2.45,1.0
911293,2498879,0,2,37,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.42,0.47,1.0
911294,2498880,0,1,44,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.46,0.52,1.0
911294,2498881,0,2,57,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,1.77,1.69,1.0
911295,2498882,0,1,34,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.54,0.6,1.0
911296,2498883,0,1,39,1,0,1,3,1,13,0,0,41-1011,0,1,35,1,1,0,1.16,1.17,1.0
911297,2498884,0,1,47,1,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,0.95,0.98,1.0
911298,2498885,0,1,45,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.56,0.61,1.0
911299,2498886,0,1,78,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.09,1.1,1.0
911300,2498887,0,1,13,1,0,4,1,7,1,5,0,00-0000,0,5,0,8,2,0,0.49,0.55,1.0
911300,2498888,0,2,15,2,0,4,1,7,1,5,0,00-0000,0,5,0,1,2,0,0.47,0.53,1.0
911300,2498889,0,3,17,1,0,2,1,6,1,5,0,41-1011,0,5,0,8,2,0,1.13,1.13,1.0
911300,2498890,0,4,18,1,0,2,2,3,9,6,0,31-1010,0,1,0,8,2,0,1.23,1.22,1.0
911300,2498891,0,5,19,1,0,2,3,2,9,0,0,45-1010,0,1,0,1,2,0,0.17,0.21,1.0
911300,2498892,0,6,19,1,0,2,2,3,13,6,0,11-1021,0,1,0,1,2,0,0.23,0.28,1.0
911300,2498893,0,7,29,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,2,0,0.39,0.44,1.0
911300,2498894,0,8,48,1,0,3,3,4,1,0,0,00-0000,0,5,0,1,2,0,0.95,0.98,1.0
911301,2498895,0,1,26,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.39,1.36,1.0
911301,2498896,0,2,29,2,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,1.69,1.62,1.0
911302,2498897,0,1,38,2,0,1,3,1,13,0,0,11-1021,0,1,35,5,1,0,2.18,2.03,1.0
911302,2498898,0,2,6,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,2.72,2.46,1.0
911302,2498899,0,3,26,1,0,1,2,1,13,6,0,11-1021,0,1,35,1,1,0,0.45,0.51,1.0
911303,2498900,0,1,20,2,0,2,2,3,9,6,0,31-1010,0,5,0,1,2,0,0.82,0.86,1.0
911303,2498901,0,2,30,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,1.89,1.78,1.0
911304,2498902,0,1,29,1,0,1,2,1,13,6,0,11-1021,0,1,35,1,1,0,1.81,1.72,1.0
911304,2498903,0,2,40,1,0,1,3,1,1,0,0,11-1021,0,1,35,1,1,0,2.19,2.04,1.0
911305,2498904,0,1,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.29,0.34,1.0
911305,2498905,0,2,33,2,0,1,3,1,13,0,0,41-1011,0,1,35,1,1,0,1.38,1.35,1.0
911305,2498906,0,3,45,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.32,0.38,1.0
911306,2498907,0,1,51,2,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.49,0.55,1.0
911306,2498908,0,2,58,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.3,0.35,1.0
911307,2498909,0,1,64,1,0,2,3,2,13,0,0,11-1021,0,1,0,7,1,0,2.38,2.19,1.0
911307,2498910,0,2,56,2,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.64,0.69,1.0
911308,2498911,0,1,4,1,0,4,3,8,1,0,0,00-0000,0,5,0,9,1,0,0.51,0.57,1.0
911308,2498912,0,2,38,2,0,1,2,1,9,6,0,11-1021,0,1,35,8,1,0,0.76,0.81,1.0
911308,2498913,0,3,68,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,1.5,1.46,1.0
911309,2498914,0,1,35,1,0,1,2,1,9,6,0,41-1011,0,1,35,1,1,0,1.57,1.52,1.0
911309,2498915,0,2,50,2,0,2,3,2,13,0,0,11-1021,0,1,0,1,1,0,1.1,1.11,1.0
911310,2498916,0,1,13,1,0,4,1,7,1,5,0,00-0000,0,5,0,1,1,0,0.75,0.79,1.0
911310,2498917,0,2,38,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,2.04,1.91,1.0
911310,2498918,0,3,46,2,0,3,3,4,1,0,0,00-0000,0,5,0,1,1,0,0.92,0.95,1.0
911310,2498919,0,4,6,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.31,0.37,1.0
911311,2498920,0,1,14,2,0,4,1,7,1,5,0,00-0000,0,5,0,1,1,0,0.66,0.71,1.0
911311,2498921,0,2,33,2,0,3,3,4,9,0,0,00-0000,0,5,0,8,2,0,1.12,1.13,1.0
911311,2498922,0,3,35,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.77,0.81,1.0
911312,2498923,0,1,23,2,0,2,2,3,13,6,0,11-1021,0,1,0,8,2,0,0.33,0.39,1.0
911312,2498924,0,2,48,1,0,3,3,4,9,0,0,41-1011,0,5,0,8,2,0,0.57,0.62,1.0
911312,2498925,0,3,52,2,0,3,3,4,9,0,0,31-1010,0,5,0,8,2,0,2.52,2.3,1.0
911313,2498926,0,1,32,1,0,3,3,4,1,0,0,45-1010,0,5,0,1,1,0,1.16,1.17,1.0
911314,2498927,0,1,49,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,2,0,0.63,0.68,1.0
911314,2498928,0,2,68,1,0,3,3,5,9,0,0,51-1011,0,5,0,7,1,0,1.22,1.22,1.0
911315,2498929,0,1,20,1,0,1,3,1,9,0,0,45-1010,0,1,35,9,1,0,0.27,0.32,1.0
911315,2498930,0,2,3,2,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.71,0.76,1.0
911315,2498931,0,3,21,2,0,2,2,3,9,6,0,11-1021,0,1,0,1,1,0,0.38,0.43,1.0
911315,2498932,0,4,53,2,0,2,3,2,1,0,0,31-1010,0,1,0,1,1,0,0.29,0.34,1.0
911316,2498933,0,1,24,2,0,3,3,4,13,0,0,11-1021,0,5,0,1,2,0,2.14,1.99,1.0
911316,2498934,0,2,45,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.86,0.9,1.0
911360,2499047,0,1,73,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.65,0.7,1.0
911360,2499048,0,2,58,2,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.89,0.92,1.0
911361,2499049,0,1,68,2,0,3,3,5,1,0,0,00-0000,0,5,0,1,1,0,1.03,1.05,1.0
911361,2499050,0,2,84,1,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.34,0.4,1.0
911362,2499051,0,1,64,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.97,0.99,1.0
911362,2499052,0,2,74,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.35,0.41,1.0
911363,2499053,0,1,54,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,1.82,1.73,1.0
911364,2499054,0,1,38,2,0,1,2,1,9,6,0,41-1011,0,1,35,1,1,0,0.47,0.53,1.0
911364,2499055,0,2,37,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.46,0.52,1.0
911364,2499056,0,3,0,1,0,4,3,8,1,0,0,00-0000,0,5,0,1,1,0,0.79,0.83,1.0
911365,2499057,0,1,66,2,0,3,3,5,13,0,0,11-1021,0,5,0,1,1,0,1.39,1.36,1.0
911365,2499058,0,2,57,1,0,1,3,1,9,0,0,31-1010,0,1,35,1,1,0,2.73,2.47,1.0
911366,2499059,0,1,33,2,0,3,3,4,13,0,0,11-1021,0,5,0,1,1,0,1.08,1.09,1.0
911366,2499060,0,2,52,1,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.73,0.77,1.0
911367,2499061,0,1,47,2,0,1,3,1,13,0,0,11-1021,0,1,35,1,1,0,0.74,0.78,1.0
911367,2499062,0,2,42,1,0,1,3,1,9,0,0,51-1011,0,1,35,1,1,0,0.12,0.16,1.0
911368,2499063,0,1,11,1,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.61,0.67,1.0
911368,2499064,0,2,41,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,0.38,0.43,1.0
911368,2499065,0,3,33,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,1.77,1.69,1.0
911369,2499066,0,1,67,1,0,3,3,5,13,0,0,11-1021,0,5,0,1,1,0,1.28,1.27,1.0
911369,2499067,0,2,62,2,0,3,3,4,9,0,0,00-0000,0,5,0,1,1,0,2.36,2.17,1.0
911370,2499068,0,1,38,2,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.82,0.86,1.0
911370,2499069,0,2,38,1,0,1,3,1,9,0,0,11-1021,0,1,35,1,1,0,1.53,1.49,1.0
911371,2499070,0,1,8,2,0,4,1,7,1,2,0,00-0000,0,5,0,1,1,0,0.84,0.88,1.0
911371,2499071,0,2,39,2,0,1,2,1,13,6,0,41-1011,0,1,35,1,1,0,1.0,1.02,1.0
911371,2499072,0,3,56,1,0,1,3,1,9,0,0,41-1011,0,1,35,1,1,0,0.63,0.68,1.0
911372,2499073,0,1,20,2,0,2,2,3,9,6,0,41-1011,0,1,0,1,2,0,1.71,1.64,1.0
911372,2499074,0,2,62,2,0,2,3,2,9,0,0,41-1011,0,1,0,1,1,0,0.52,0.58,1.0
911372,2499075,0,3,64,1,0,3,3,4,9,0,0,41-1011,0,5,0,1,1,0,0.86,0.89,1.0
911373,2499076,0,1,58,2,0,1,3,1,13,0,0,55-1010,9770,1,35,2,1,0,0.31,0.37,1.0
911373,2499077,0,2,66,1,0,1,3,1,13,0,0,11-1021,0,1,35,2,1,0,1.49,1.45,1.0
911374,2499078,0,1,9,2,0,4,1,7,1,2,0,00-0000,0,5,0,6,2,0,1.02,1.04,1.0
911374,2499079,0,2,25,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,1.72,1.65,1.0
911374,2499080,0,3,49,2,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.59,0.64,1.0
911374,2499081,0,4,59,1,0,1,3,1,13,0,0,11-1021,0,1,35,8,2,0,0.35,0.4,1.0
911375,2499082,0,1,76,2,0,3,3,5,9,0,0,00-0000,0,5,0,1,1,0,0.57,0.63,1.0
911375,2499083,0,2,69,1,0,3,3,5,13,0,0,00-0000,0,5,0,1,1,0,1.2,1.2,1.0
