hhID,personID,per_num,SUBREG,SUBREG_GRP,SUBREGCluster,PAge,PGender,PEmp,POcc,PComm,Pweight,SUBREG_GRPDummy,SUBREGClusterDummy
6817,13442,3,52.2,20,3,8,1,2,8,active,37.15883436,20,3
6818,13443,1,57.1,22,1,9,2,3,NA,NA,69.93333333,22,1
6819,13444,1,92,40,4,10,1,3,NA,NA,59.0185667,40,4
6819,13445,2,92,40,4,9,2,3,NA,NA,59.0185667,40,4
6820,13446,1,43,15,3,7,2,2,1,workFromHome,37.21069356,15,3
6820,13447,2,43,15,3,8,1,2,3,workFromHome,37.21069356,15,3
6820,13448,3,43,15,3,4,2,2,6,active,37.21069356,15,3
6820,13449,4,43,15,3,3,2,2,6,active,37.21069356,15,3
6820,13450,5,43,15,3,9,2,3,NA,NA,37.21069356,15,3
6820,13451,6,43,15,3,9,1,3,NA,NA,37.21069356,15,3
6821,13452,1,94,42,4,8,1,1,8,auto,45.22586873,42,4
6822,13453,1,92,40,4,9,1,3,NA,NA,59.0185667,40,4
6822,13454,2,92,40,4,9,2,3,NA,NA,59.0185667,40,4
6823,13455,1,33,6,2,7,1,3,NA,NA,24.16290488,6,2
6823,13456,2,33,6,2,8,2,3,NA,NA,24.16290488,6,2
6824,13457,1,36,9,2,9,2,3,NA,NA,27.40659837,9,2
6825,13458,1,68,28,3,9,1,3,NA,NA,29.48582053,28,3
6825,13459,2,68,28,3,9,2,3,NA,NA,29.48582053,28,3
6826,13460,1,83,39,3,7,1,1,8,auto,37.06229615,39,3
6826,13461,2,83,39,3,7,2,2,5,auto,37.06229615,39,3
6826,13462,3,83,39,3,3,1,2,7,auto,37.06229615,39,3
6826,13463,4,83,39,3,3,1,2,7,auto,37.06229615,39,3
6827,13464,1,36,9,2,8,2,3,NA,NA,27.40659837,9,2
6828,13465,1,79,36,1,9,1,3,NA,NA,71.93430984,36,1
6828,13466,2,79,36,1,9,2,3,NA,NA,71.93430984,36,1
6829,13467,1,42.2,14,1,8,1,3,NA,NA,47.18181818,14,1
6829,13468,2,42.2,14,1,8,2,1,5,active,47.18181818,14,1
6830,13469,1,12,2,4,9,1,3,NA,NA,20.3367354,2,4
6830,13470,2,12,2,4,8,2,3,NA,NA,20.3367354,2,4
6831,13471,1,77,35,4,10,1,3,NA,NA,48.75420875,35,4
6831,13472,2,77,35,4,9,2,3,NA,NA,48.75420875,35,4
6832,13473,1,38,11,4,7,1,1,1,workFromHome,34.36724645,11,4
6832,13474,2,38,11,4,6,2,1,5,active,34.36724645,11,4
6833,13475,1,42.2,14,1,9,2,3,NA,NA,38.48608728,14,1
6834,13476,1,33,6,2,7,2,2,7,workFromHome,24.16290488,6,2
6835,13477,1,36,9,2,8,2,3,NA,NA,27.40659837,9,2
6836,13478,1,61,24,3,6,2,1,3,auto,46.18484884,24,3
6836,13479,2,61,24,3,6,2,1,7,auto,46.18484884,24,3
6836,13480,3,61,24,3,2,1,3,NA,NA,46.18484884,24,3
6836,13481,4,61,24,3,1,1,3,NA,NA,46.18484884,24,3
6837,13482,1,68,28,3,9,1,3,NA,NA,49.12577502,28,3
6837,13483,2,68,28,3,9,2,3,NA,NA,49.12577502,28,3
6838,13484,1,94,42,4,9,1,3,NA,NA,70.90212106,42,4
6838,13485,2,94,42,4,9,2,3,NA,NA,70.90212106,42,4
6839,13486,1,74,33,4,9,1,3,NA,NA,50.0922619,33,4
6839,13487,2,74,33,4,9,2,3,NA,NA,50.0922619,33,4
6840,13488,1,38,11,4,8,1,1,7,transit,34.36724645,11,4
6840,13489,2,38,11,4,8,2,3,NA,NA,34.36724645,11,4
6841,13490,1,35,8,3,8,2,3,NA,NA,33.68115209,8,3
6841,13491,2,35,8,3,5,1,1,2,auto,33.68115209,8,3
6842,13492,1,43,15,3,8,2,1,5,active,37.21069356,15,3
6842,13493,2,43,15,3,9,1,1,1,transit,37.21069356,15,3
6843,13494,1,12,2,4,8,1,2,1,auto,20.3367354,2,4
6843,13495,2,12,2,4,8,2,1,1,auto,20.3367354,2,4
6843,13496,3,12,2,4,5,2,3,NA,NA,20.3367354,2,4
6844,13497,1,75,34,3,8,1,1,7,active,36.64959926,34,3
6844,13498,2,75,34,3,7,2,1,4,auto,36.64959926,34,3
6845,13499,1,62.1,25,2,9,1,3,NA,NA,60.55659661,25,2
6845,13500,2,62.1,25,2,9,2,3,NA,NA,60.55659661,25,2
6846,13501,1,36,9,2,9,2,3,NA,NA,27.40659837,9,2
6846,13502,2,36,9,2,10,1,3,NA,NA,27.40659837,9,2
6847,13503,1,13.2,3,1,9,2,3,NA,NA,32.17161866,3,1
6847,13504,2,13.2,3,1,9,1,3,NA,NA,32.17161866,3,1
6848,13505,1,62.1,25,2,9,2,3,NA,NA,51.49353372,25,2
6848,13506,2,62.1,25,2,7,2,3,NA,NA,51.49353372,25,2
6848,13507,3,62.1,25,2,4,1,3,NA,NA,51.49353372,25,2
6848,13508,4,62.1,25,2,7,1,1,1,transit,51.49353372,25,2
6848,13509,5,62.1,25,2,2,1,3,NA,NA,51.49353372,25,2
6849,13510,1,68,28,3,7,1,1,7,transit,29.48582053,28,3
6849,13511,2,68,28,3,7,2,1,1,auto,29.48582053,28,3
6849,13512,3,68,28,3,2,2,3,NA,NA,29.48582053,28,3
6849,13513,4,68,28,3,1,1,3,NA,NA,29.48582053,28,3
6850,13514,1,92,40,4,9,1,3,NA,NA,59.0185667,40,4
6850,13515,2,92,40,4,9,2,3,NA,NA,59.0185667,40,4
6851,13516,1,41,12,2,8,1,2,7,auto,37.44934896,12,2
6851,13517,2,41,12,2,8,2,3,NA,NA,37.44934896,12,2
6852,13518,1,13.2,3,1,9,1,3,NA,NA,32.17161866,3,1
6852,13519,2,13.2,3,1,9,2,3,NA,NA,32.17161866,3,1
6853,13520,1,21,4,2,8,2,3,NA,NA,29.76898566,4,2
6854,13521,1,11.1,1,2,9,2,3,NA,NA,54.78276918,1,2
6855,13522,1,33,6,2,9,2,2,2,auto,30.40727874,6,2
6855,13523,2,33,6,2,9,1,3,NA,NA,30.40727874,6,2
6856,13524,1,68,28,3,9,1,3,NA,NA,49.12577502,28,3
6856,13525,2,68,28,3,9,2,3,NA,NA,49.12577502,28,3
6857,13526,1,72,31,3,7,2,3,NA,NA,56.12835793,31,3
6858,13527,1,42.1,13,1,8,1,1,7,auto,37.91466497,13,1
6858,13528,2,42.1,13,1,8,2,1,1,auto,37.91466497,13,1
6859,13529,1,33,6,2,9,2,3,NA,NA,30.40727874,6,2
6860,13530,1,62.1,25,2,7,2,2,7,workFromHome,51.49353372,25,2
6860,13531,2,62.1,25,2,7,1,1,5,transit,51.49353372,25,2
6860,13532,3,62.1,25,2,3,2,3,NA,NA,51.49353372,25,2
6860,13533,4,62.1,25,2,2,1,3,NA,NA,51.49353372,25,2
6861,13534,1,95,43,1,8,1,2,8,auto,24.92,43,1
6861,13535,2,95,43,1,8,2,2,4,auto,24.92,43,1
6862,13536,1,47.1,17,1,7,1,1,2,auto,16.84120461,17,1
6863,13537,1,42.2,14,1,9,2,3,NA,NA,47.18181818,14,1
6864,13538,1,68,28,3,9,1,3,NA,NA,49.12577502,28,3
6864,13539,2,68,28,3,9,2,3,NA,NA,49.12577502,28,3
6864,13540,3,68,28,3,7,1,1,3,auto,49.12577502,28,3
6865,13541,1,36,9,2,9,1,3,NA,NA,46.54388731,9,2
6865,13542,2,36,9,2,8,2,3,NA,NA,46.54388731,9,2
6866,13543,1,79,36,1,9,2,3,NA,NA,71.93430984,36,1
6867,13544,1,36,9,2,9,2,1,3,auto,27.40659837,9,2
6868,13545,1,44,16,3,9,2,3,NA,NA,36.22521005,16,3
6868,13546,2,44,16,3,9,1,3,NA,NA,36.22521005,16,3
6869,13547,1,37,10,4,9,2,3,NA,NA,47.84701718,10,4
6869,13548,2,37,10,4,9,1,3,NA,NA,47.84701718,10,4
6870,13549,1,92,40,4,9,1,3,NA,NA,86.10151938,40,4
6870,13550,2,92,40,4,9,2,3,NA,NA,86.10151938,40,4
6871,13551,1,21,4,2,9,1,3,NA,NA,29.76898566,4,2
6872,13552,1,37,10,4,9,1,3,NA,NA,47.84701718,10,4
6872,13553,2,37,10,4,9,2,3,NA,NA,47.84701718,10,4
6873,13554,1,93,41,3,9,2,2,2,auto,44.75355287,41,3
6874,13555,1,72,31,3,8,2,3,NA,NA,56.12835793,31,3
6874,13556,2,72,31,3,7,2,1,5,auto,56.12835793,31,3
6875,13557,1,12,2,4,9,2,3,NA,NA,36.18711029,2,4
6876,13558,1,57.2,23,3,8,1,2,7,auto,38.236955,23,3
6876,13559,2,57.2,23,3,9,2,3,NA,NA,38.236955,23,3
6877,13560,1,71.2,30,3,7,2,1,7,transit,39.66397038,30,3
6877,13561,2,71.2,30,3,4,2,3,NA,NA,39.66397038,30,3
6878,13562,1,21,4,2,9,2,3,NA,NA,29.76898566,4,2
6879,13563,1,68,28,3,8,1,1,7,auto,49.12577502,28,3
6879,13564,2,68,28,3,9,2,1,2,auto,49.12577502,28,3
6880,13565,1,96,44,3,9,1,3,NA,NA,80.60824742,44,3
6880,13566,2,96,44,3,8,2,3,NA,NA,80.60824742,44,3
6881,13567,1,93,41,3,8,1,3,NA,NA,44.75355287,41,3
6882,13568,1,53.1,20,1,8,2,1,5,transit,37.15883436,20,1
6883,13569,1,41,12,2,8,1,3,NA,NA,37.44934896,12,2
6883,13570,2,41,12,2,10,2,3,NA,NA,37.44934896,12,2
6884,13571,1,33,6,2,7,2,1,5,active,30.40727874,6,2
6885,13572,1,77,35,4,8,2,3,NA,NA,38.01839415,35,4
6885,13573,2,77,35,4,9,1,3,NA,NA,38.01839415,35,4
6886,13574,1,36,9,2,9,1,3,NA,NA,27.40659837,9,2
6886,13575,2,36,9,2,7,2,1,5,auto,27.40659837,9,2
6887,13576,1,72,31,3,7,1,1,5,auto,56.12835793,31,3
6887,13577,2,72,31,3,6,2,2,5,auto,56.12835793,31,3
6887,13578,3,72,31,3,2,1,3,NA,NA,56.12835793,31,3
6887,13579,4,72,31,3,2,1,3,NA,NA,56.12835793,31,3
6888,13580,1,38,11,4,7,1,1,3,active,34.36724645,11,4
6888,13581,2,38,11,4,8,2,3,NA,NA,34.36724645,11,4
6888,13582,3,38,11,4,2,1,3,NA,NA,34.36724645,11,4
6889,13583,1,68,28,3,8,2,1,2,transit,49.12577502,28,3
6890,13584,1,38,11,4,6,2,1,5,auto,34.36724645,11,4
6890,13585,2,38,11,4,7,2,1,5,transit,34.36724645,11,4
6890,13586,3,38,11,4,7,2,1,5,auto,34.36724645,11,4
6890,13587,4,38,11,4,4,1,3,NA,NA,34.36724645,11,4
6890,13588,5,38,11,4,3,1,1,8,auto,34.36724645,11,4
6891,13589,1,71.1,30,1,6,2,1,7,workFromHome,73.84375,30,1
6892,13590,1,82,38,3,8,2,3,NA,NA,59.89611441,38,3
6892,13591,2,82,38,3,8,1,3,NA,NA,59.89611441,38,3
6893,13592,1,13.2,3,1,8,1,3,NA,NA,32.17161866,3,1
6893,13593,2,13.2,3,1,8,2,3,NA,NA,32.17161866,3,1
6894,13594,1,38,11,4,7,2,2,5,auto,34.36724645,11,4
6894,13595,2,38,11,4,9,2,3,NA,NA,34.36724645,11,4
6894,13596,3,38,11,4,7,1,1,3,auto,34.36724645,11,4
6895,13597,1,52.2,20,3,9,1,3,NA,NA,37.15883436,20,3
6895,13598,2,52.2,20,3,8,2,3,NA,NA,37.15883436,20,3
6895,13599,3,52.2,20,3,10,2,3,NA,NA,37.15883436,20,3
6896,13600,1,38,11,4,6,2,2,4,transit,34.36724645,11,4
6896,13601,2,38,11,4,7,1,1,5,auto,34.36724645,11,4
6896,13602,3,38,11,4,1,1,3,NA,NA,34.36724645,11,4
6897,13603,1,75,34,3,9,2,3,NA,NA,45.20395038,34,3
6898,13604,1,42.2,14,1,8,1,2,8,active,38.48608728,14,1
6898,13605,2,42.2,14,1,8,2,2,2,transit,38.48608728,14,1
6899,13606,1,74,33,4,6,1,2,8,auto,69.66809669,33,4
6899,13607,2,74,33,4,5,2,2,7,workFromHome,69.66809669,33,4
6899,13608,3,74,33,4,1,2,3,NA,NA,69.66809669,33,4
6900,13609,1,57.2,23,3,8,1,1,3,auto,38.236955,23,3
6900,13610,2,57.2,23,3,8,2,1,5,auto,38.236955,23,3
6901,13611,1,62.1,25,2,9,1,3,NA,NA,51.49353372,25,2
6902,13612,1,62.1,25,2,8,2,2,7,auto,51.49353372,25,2
6902,13613,2,62.1,25,2,8,1,1,5,transit,51.49353372,25,2
6903,13614,1,57.1,22,1,9,2,3,NA,NA,69.93333333,22,1
6904,13615,1,69,29,3,8,1,1,8,auto,42.86345741,29,3
6904,13616,2,69,29,3,8,2,1,5,transit,42.86345741,29,3
6904,13617,3,69,29,3,4,2,3,NA,NA,42.86345741,29,3
6905,13618,1,44,16,3,8,2,2,2,workFromHome,36.22521005,16,3
6905,13619,2,44,16,3,8,1,2,4,auto,36.22521005,16,3
6906,13620,1,47.2,18,2,8,2,1,4,transit,28.07877365,18,2
6906,13621,2,47.2,18,2,8,1,1,5,auto,28.07877365,18,2
6907,13622,1,34,7,4,7,1,1,8,auto,35.08183565,7,4
6907,13623,2,34,7,4,7,2,1,4,active,35.08183565,7,4
6907,13624,3,34,7,4,4,2,3,NA,NA,35.08183565,7,4
6907,13625,4,34,7,4,4,2,3,NA,NA,35.08183565,7,4
6908,13626,1,77,35,4,5,2,3,NA,NA,38.01839415,35,4
6908,13627,2,77,35,4,5,1,1,8,auto,38.01839415,35,4
6909,13628,1,74,33,4,7,1,1,1,auto,69.66809669,33,4
6909,13629,2,74,33,4,7,2,2,4,auto,69.66809669,33,4
6910,13630,1,82,38,3,8,2,1,3,auto,36.54970193,38,3
6910,13631,2,82,38,3,8,2,1,7,transit,36.54970193,38,3
6911,13632,1,67,28,1,9,2,3,NA,NA,49.12577502,28,1
6912,13633,1,34,7,4,8,2,3,NA,NA,61.82066827,7,4
6913,13634,1,12,2,4,9,1,3,NA,NA,20.3367354,2,4
6913,13635,2,12,2,4,9,2,3,NA,NA,20.3367354,2,4
6914,13636,1,38,11,4,7,1,1,3,auto,34.36724645,11,4
6914,13637,2,38,11,4,7,2,1,1,active,34.36724645,11,4
6914,13638,3,38,11,4,2,2,3,NA,NA,34.36724645,11,4
6915,13639,1,68,28,3,8,2,2,7,workFromHome,49.12577502,28,3
6916,13640,1,11.1,1,2,9,1,3,NA,NA,54.78276918,1,2
6916,13641,2,11.1,1,2,9,2,3,NA,NA,54.78276918,1,2
6917,13642,1,77,35,4,9,1,3,NA,NA,38.01839415,35,4
6917,13643,2,77,35,4,9,2,3,NA,NA,38.01839415,35,4
6918,13644,1,38,11,4,8,2,3,NA,NA,34.36724645,11,4
6919,13645,1,21,4,2,9,2,3,NA,NA,29.76898566,4,2
6920,13646,1,36,9,2,7,2,3,NA,NA,27.40659837,9,2
6920,13647,2,36,9,2,8,1,1,2,active,27.40659837,9,2
6920,13648,3,36,9,2,2,2,3,NA,NA,27.40659837,9,2
6920,13649,4,36,9,2,2,2,3,NA,NA,27.40659837,9,2
6921,13650,1,29,6,1,6,1,1,4,active,24.16290488,6,1
6921,13651,2,29,6,1,6,2,1,5,transit,24.16290488,6,1
6922,13652,1,94,42,4,9,1,1,8,auto,45.22586873,42,4
6922,13653,2,94,42,4,8,2,3,NA,NA,45.22586873,42,4
6923,13654,1,33,6,2,7,2,3,NA,NA,30.40727874,6,2
6924,13655,1,68,28,3,9,1,3,NA,NA,49.12577502,28,3
6924,13656,2,68,28,3,9,2,3,NA,NA,49.12577502,28,3
6925,13657,1,12,2,4,6,1,1,4,auto,20.3367354,2,4
6925,13658,2,12,2,4,6,2,3,NA,NA,20.3367354,2,4
6925,13659,3,12,2,4,2,1,3,NA,NA,20.3367354,2,4
6925,13660,4,12,2,4,1,1,3,NA,NA,20.3367354,2,4
6926,13661,1,43,15,3,8,2,3,NA,NA,37.21069356,15,3
6926,13662,2,43,15,3,8,1,2,5,transit,37.21069356,15,3
6927,13663,1,12,2,4,9,1,3,NA,NA,20.3367354,2,4
6927,13664,2,12,2,4,9,2,3,NA,NA,20.3367354,2,4
6928,13665,1,92,40,4,8,2,3,NA,NA,86.10151938,40,4
6929,13666,1,38,11,4,8,1,1,3,workFromHome,34.36724645,11,4
6929,13667,2,38,11,4,8,2,1,5,active,34.36724645,11,4
6930,13668,1,72,31,3,8,2,2,2,transit,56.12835793,31,3
6931,13669,1,57.2,23,3,9,2,3,NA,NA,38.236955,23,3
6932,13670,1,43,15,3,9,1,3,NA,NA,58.11783499,15,3
6932,13671,2,43,15,3,9,2,3,NA,NA,58.11783499,15,3
6933,13672,1,69,29,3,9,1,1,3,transit,42.86345741,29,3
6933,13673,2,69,29,3,9,2,3,NA,NA,42.86345741,29,3
6934,13674,1,96,44,3,9,1,3,NA,NA,80.60824742,44,3
6934,13675,2,96,44,3,9,2,3,NA,NA,80.60824742,44,3
6935,13676,1,34,7,4,9,2,2,2,auto,35.08183565,7,4
6935,13677,2,34,7,4,9,1,1,8,workFromHome,35.08183565,7,4
6935,13678,3,34,7,4,7,2,1,7,auto,35.08183565,7,4
6935,13679,4,34,7,4,3,1,3,NA,NA,35.08183565,7,4
6935,13680,5,34,7,4,5,1,1,6,transit,35.08183565,7,4
6936,13681,1,36,9,2,9,1,3,NA,NA,27.40659837,9,2
6937,13682,1,38,11,4,6,1,1,8,auto,34.36724645,11,4
6938,13683,1,44,16,3,7,2,1,7,transit,36.22521005,16,3
6938,13684,2,44,16,3,4,2,3,NA,NA,36.22521005,16,3
6939,13685,1,42.1,13,1,9,1,3,NA,NA,37.91466497,13,1
6939,13686,2,42.1,13,1,9,2,3,NA,NA,37.91466497,13,1
6940,13687,1,34,7,4,9,2,3,NA,NA,35.08183565,7,4
6940,13688,2,34,7,4,9,1,3,NA,NA,35.08183565,7,4
6941,13689,1,22,5,2,8,2,1,4,auto,37.35369136,5,2
6941,13690,2,22,5,2,8,1,1,5,active,37.35369136,5,2
6942,13691,1,62.2,26,4,8,1,1,8,transit,40.292277,26,4
6942,13692,2,62.2,26,4,8,2,2,7,auto,40.292277,26,4
6943,13693,1,75,34,3,8,2,1,5,auto,36.64959926,34,3
6943,13694,2,75,34,3,8,1,3,NA,NA,36.64959926,34,3
6944,13695,1,77,35,4,9,2,3,NA,NA,48.75420875,35,4
6944,13696,2,77,35,4,9,1,3,NA,NA,48.75420875,35,4
6945,13697,1,12,2,4,8,1,1,5,active,20.3367354,2,4
6945,13698,2,12,2,4,8,2,1,5,active,20.3367354,2,4
6946,13699,1,38,11,4,9,1,3,NA,NA,34.36724645,11,4
6946,13700,2,38,11,4,9,2,3,NA,NA,34.36724645,11,4
6946,13701,3,38,11,4,6,1,3,NA,NA,34.36724645,11,4
6947,13702,1,39,11,2,7,1,1,3,transit,34.36724645,11,2
6948,13703,1,75,34,3,9,2,3,NA,NA,36.64959926,34,3
6948,13704,2,75,34,3,10,1,3,NA,NA,36.64959926,34,3
6949,13705,1,71.2,30,3,9,1,3,NA,NA,39.66397038,30,3
6949,13706,2,71.2,30,3,9,2,3,NA,NA,39.66397038,30,3
6950,13707,1,37,10,4,8,2,1,7,transit,63.97523207,10,4
6950,13708,2,37,10,4,9,2,3,NA,NA,63.97523207,10,4
6950,13709,3,37,10,4,9,1,3,NA,NA,63.97523207,10,4
6951,13710,1,52.2,20,3,8,2,2,5,auto,37.15883436,20,3
6952,13711,1,52.1,20,1,5,2,2,4,auto,37.15883436,20,1
6953,13712,1,47.2,18,2,8,2,1,2,transit,28.07877365,18,2
6954,13713,1,57.2,23,3,9,1,3,NA,NA,38.236955,23,3
6954,13714,2,57.2,23,3,9,2,3,NA,NA,38.236955,23,3
6955,13715,1,42.2,14,1,8,1,3,NA,NA,38.48608728,14,1
6955,13716,2,42.2,14,1,8,2,3,NA,NA,38.48608728,14,1
6956,13717,1,13.1,3,1,9,2,2,2,active,32.17161866,3,1
6957,13718,1,38,11,4,8,1,1,2,workFromHome,34.36724645,11,4
6958,13719,1,21,4,2,7,2,2,7,active,29.76898566,4,2
6959,13720,1,12,2,4,7,1,1,3,active,20.3367354,2,4
6959,13721,2,12,2,4,7,2,3,NA,NA,20.3367354,2,4
6959,13722,3,12,2,4,3,2,3,NA,NA,20.3367354,2,4
6959,13723,4,12,2,4,2,2,3,NA,NA,20.3367354,2,4
6960,13724,1,35,8,3,7,2,1,2,transit,33.68115209,8,3
6960,13725,2,35,8,3,7,1,1,8,auto,33.68115209,8,3
6960,13726,3,35,8,3,2,1,3,NA,NA,33.68115209,8,3
6961,13727,1,36,9,2,7,2,1,2,active,27.40659837,9,2
6962,13728,1,68,28,3,9,1,3,NA,NA,49.12577502,28,3
6962,13729,2,68,28,3,9,2,3,NA,NA,49.12577502,28,3
6963,13730,1,37,10,4,8,2,1,2,auto,47.84701718,10,4
6963,13731,2,37,10,4,2,2,3,NA,NA,47.84701718,10,4
6964,13732,1,62.1,25,2,6,1,1,4,auto,51.49353372,25,2
6965,13733,1,34,7,4,9,1,3,NA,NA,35.08183565,7,4
6965,13734,2,34,7,4,9,2,3,NA,NA,35.08183565,7,4
6966,13735,1,33,6,2,9,2,3,NA,NA,34.36724645,6,2
6967,13736,1,33,6,2,9,2,2,2,workFromHome,24.16290488,6,2
6967,13737,2,33,6,2,9,1,2,7,auto,24.16290488,6,2
6968,13738,1,94,42,4,9,2,3,NA,NA,45.22586873,42,4
6969,13739,1,73,32,3,9,2,3,NA,NA,50.0922619,32,3
6969,13740,2,73,32,3,9,1,3,NA,NA,50.0922619,32,3
6970,13741,1,53.1,20,1,9,2,3,NA,NA,78.73053833,20,1
6971,13742,1,33,6,2,6,1,1,1,auto,24.16290488,6,2
6971,13743,2,33,6,2,7,2,2,4,workFromHome,24.16290488,6,2
6972,13744,1,68,28,3,9,1,3,NA,NA,29.48582053,28,3
6972,13745,2,68,28,3,9,2,3,NA,NA,29.48582053,28,3
6973,13746,1,57.2,23,3,9,1,3,NA,NA,38.236955,23,3
6974,13747,1,21,4,2,7,1,1,7,transit,29.76898566,4,2
6975,13748,1,36,9,2,8,2,1,1,active,27.40659837,9,2
6976,13749,1,12,2,4,9,1,3,NA,NA,36.18711029,2,4
6976,13750,2,12,2,4,9,2,3,NA,NA,36.18711029,2,4
6977,13751,1,36,9,2,9,1,3,NA,NA,46.54388731,9,2
6978,13752,1,35,8,3,7,2,2,4,auto,33.68115209,8,3
6978,13753,2,35,8,3,9,1,3,NA,NA,33.68115209,8,3
6979,13754,1,93,41,3,9,1,2,3,auto,44.75355287,41,3
6979,13755,2,93,41,3,8,2,2,4,auto,44.75355287,41,3
6979,13756,3,93,41,3,10,2,3,NA,NA,44.75355287,41,3
6980,13757,1,53.2,20,3,8,1,1,2,workFromHome,37.15883436,20,3
6980,13758,2,53.2,20,3,8,2,2,2,workFromHome,37.15883436,20,3
6980,13759,3,53.2,20,3,10,2,3,NA,NA,37.15883436,20,3
6981,13760,1,33,6,2,7,1,3,NA,NA,24.16290488,6,2
6982,13761,1,77,35,4,9,2,2,6,workFromHome,38.01839415,35,4
6982,13762,2,77,35,4,9,1,2,6,workFromHome,38.01839415,35,4
6983,13763,1,13.2,3,1,8,2,3,NA,NA,32.17161866,3,1
6983,13764,2,13.2,3,1,8,1,1,7,auto,32.17161866,3,1
6984,13765,1,93,41,3,7,2,2,7,auto,44.75355287,41,3
6984,13766,2,93,41,3,7,1,1,9,auto,44.75355287,41,3
6984,13767,3,93,41,3,4,1,1,2,auto,44.75355287,41,3
6984,13768,4,93,41,3,4,1,1,7,auto,44.75355287,41,3
6985,13769,1,94,42,4,8,1,1,5,auto,45.22586873,42,4
6985,13770,2,94,42,4,8,2,3,NA,NA,45.22586873,42,4
6986,13771,1,13.2,3,1,8,1,1,2,auto,32.17161866,3,1
6986,13772,2,13.2,3,1,7,1,1,6,auto,32.17161866,3,1
6987,13773,1,43,15,3,7,1,1,8,auto,37.21069356,15,3
6987,13774,2,43,15,3,7,2,1,2,transit,37.21069356,15,3
6988,13775,1,33,6,2,7,1,1,10,active,30.40727874,6,2
6988,13776,2,33,6,2,7,2,1,3,auto,30.40727874,6,2
6988,13777,3,33,6,2,2,2,3,NA,NA,30.40727874,6,2
6989,13778,1,12,2,4,6,1,1,7,auto,20.3367354,2,4
6989,13779,2,12,2,4,6,2,1,1,auto,20.3367354,2,4
6990,13780,1,53.2,20,3,8,1,1,2,transit,37.15883436,20,3
6990,13781,2,53.2,20,3,8,2,2,5,auto,37.15883436,20,3
6991,13782,1,75,34,3,9,1,3,NA,NA,36.64959926,34,3
6991,13783,2,75,34,3,8,2,1,5,auto,36.64959926,34,3
6992,13784,1,33,6,2,9,1,3,NA,NA,24.16290488,6,2
6992,13785,2,33,6,2,9,2,3,NA,NA,24.16290488,6,2
6993,13786,1,37,10,4,9,2,3,NA,NA,63.97523207,10,4
6993,13787,2,37,10,4,9,1,3,NA,NA,63.97523207,10,4
6994,13788,1,33,6,2,9,2,3,NA,NA,24.16290488,6,2
6995,13789,1,55,21,3,8,2,1,2,auto,38.37644494,21,3
6996,13790,1,42.1,13,1,9,2,3,NA,NA,37.91466497,13,1
6997,13791,1,11.1,1,2,9,1,3,NA,NA,38.66814155,1,2
6997,13792,2,11.1,1,2,8,2,3,NA,NA,38.66814155,1,2
6998,13793,1,68,28,3,9,1,2,8,auto,29.48582053,28,3
6998,13794,2,68,28,3,8,2,1,5,auto,29.48582053,28,3
6999,13795,1,47.2,18,2,7,2,1,5,auto,28.07877365,18,2
6999,13796,2,47.2,18,2,8,1,3,NA,NA,28.07877365,18,2
6999,13797,3,47.2,18,2,4,2,3,NA,NA,28.07877365,18,2
7000,13798,1,12,2,4,8,1,3,NA,NA,20.3367354,2,4
7000,13799,2,12,2,4,8,2,2,1,workFromHome,20.3367354,2,4
7001,13800,1,36,9,2,9,2,2,5,workFromHome,27.40659837,9,2
7001,13801,2,36,9,2,8,1,2,8,transit,27.40659837,9,2
7002,13802,1,77,35,4,9,1,3,NA,NA,38.01839415,35,4
7002,13803,2,77,35,4,9,2,3,NA,NA,38.01839415,35,4
7003,13804,1,94,42,4,9,1,3,NA,NA,70.90212106,42,4
7004,13805,1,74,33,4,9,1,3,NA,NA,69.66809669,33,4
7004,13806,2,74,33,4,9,2,3,NA,NA,69.66809669,33,4
7005,13807,1,94,42,4,9,2,3,NA,NA,45.22586873,42,4
7005,13808,2,94,42,4,9,1,3,NA,NA,45.22586873,42,4
7006,13809,1,75,34,3,7,1,1,1,auto,36.64959926,34,3
7006,13810,2,75,34,3,8,2,3,NA,NA,36.64959926,34,3
7006,13811,3,75,34,3,4,1,1,8,auto,36.64959926,34,3
7007,13812,1,43,15,3,9,1,3,NA,NA,37.21069356,15,3
7008,13813,1,47.2,18,2,8,2,2,7,transit,28.07877365,18,2
7009,13814,1,33,6,2,8,1,1,1,active,30.40727874,6,2
7009,13815,2,33,6,2,8,2,3,NA,NA,30.40727874,6,2
7010,13816,1,21,4,2,7,2,1,5,workFromHome,29.76898566,4,2
7010,13817,2,21,4,2,9,2,3,NA,NA,29.76898566,4,2
7010,13818,3,21,4,2,7,1,2,2,workFromHome,29.76898566,4,2
7011,13819,1,21,4,2,9,1,3,NA,NA,46.20553258,4,2
7011,13820,2,21,4,2,8,2,3,NA,NA,46.20553258,4,2
7012,13821,1,83,39,3,9,1,3,NA,NA,51.8851737,39,3
7012,13822,2,83,39,3,9,2,3,NA,NA,51.8851737,39,3
7013,13823,1,33,6,2,4,1,1,2,transit,24.16290488,6,2
7013,13824,2,33,6,2,5,1,1,1,active,24.16290488,6,2
7014,13825,1,47.2,18,2,9,1,3,NA,NA,28.07877365,18,2
7015,13826,1,69,29,3,8,1,3,NA,NA,42.86345741,29,3
