hh_id,household_serial_no,TAZ,MAZ,hinccat1,hinc,hworkers,veh,persons,hht,bldgsz,unittype,version,poverty,SampleRate
910079,0,749,14408,2,34821,1,0,1,6,8,0,0,3.07,1.0
910080,0,749,14408,3,70824,1,0,1,4,8,0,0,6.243,1.0
910081,0,749,14408,2,38936,1,0,1,6,8,0,0,3.432,1.0
910082,0,749,14408,3,77637,1,0,1,4,8,0,0,7.424,1.0
910083,0,749,14408,3,91415,0,0,1,6,8,0,0,8.741,1.0
910084,0,749,14408,3,82980,0,0,1,6,8,0,0,7.935,1.0
910085,0,749,14408,2,45982,1,0,1,4,8,0,0,4.397,1.0
910086,0,749,14408,3,67792,1,0,1,4,8,0,0,5.976,1.0
910087,0,749,14408,2,38395,1,0,1,4,8,0,0,3.385,1.0
910088,0,749,14408,4,109446,0,0,1,6,8,0,0,9.648,1.0
910089,0,749,14408,2,30829,0,0,1,4,8,0,0,2.948,1.0
910090,0,749,14408,4,100851,2,0,2,3,8,0,0,6.907,1.0
910091,0,749,14408,5,158655,3,0,3,1,8,0,0,9.301,1.0
910092,0,749,14408,5,170055,2,0,2,1,8,0,0,11.646,1.0
910093,0,749,14408,3,63777,2,0,3,1,8,0,0,3.634,1.0
910094,0,749,14408,2,40968,0,0,1,6,8,0,0,3.917,1.0
910095,0,749,14408,1,684,1,0,1,4,8,0,0,0.06,1.0
910096,0,749,14408,4,129788,2,0,4,3,8,0,0,5.869,1.0
910097,0,749,14408,2,37455,1,0,4,3,8,0,0,1.694,1.0
910098,0,749,14408,5,176053,1,0,1,6,8,0,0,15.519,1.0
910099,0,749,14408,3,87440,2,0,2,1,8,0,0,5.988,1.0
910100,0,749,14408,5,206275,2,0,3,2,8,0,0,11.752,1.0
910101,0,749,14408,5,156556,2,0,4,1,8,0,0,7.08,1.0
910102,0,749,14408,4,122717,2,0,4,1,8,0,0,5.55,1.0
910103,0,749,14408,2,38680,1,0,3,3,8,0,0,2.204,1.0
910104,0,749,14408,2,47981,1,0,3,3,8,0,0,2.734,1.0
910105,0,749,14408,4,126939,1,0,3,1,8,0,0,7.442,1.0
910106,0,749,14408,2,51653,3,0,6,2,8,0,0,1.719,1.0
910107,0,749,14408,2,57988,0,0,1,6,8,0,0,5.545,1.0
910108,0,749,14408,5,248925,2,0,3,5,8,0,0,14.182,1.0
910109,0,749,14408,3,73814,1,0,3,1,8,0,0,4.327,1.0
910110,0,749,14408,5,155656,1,0,2,2,8,0,0,10.66,1.0
910111,0,749,14408,5,169154,3,0,4,1,8,0,0,7.4,1.0
910112,0,749,14408,4,124618,2,0,3,2,8,0,0,7.1,1.0
910113,0,749,14408,4,103995,3,0,3,1,8,0,0,6.097,1.0
910114,0,749,14408,3,86460,1,0,4,1,8,0,0,3.782,1.0
910115,0,749,14408,2,49491,1,0,3,7,8,0,0,2.902,1.0
910116,0,749,14408,5,152057,4,0,5,1,8,0,0,5.526,1.0
910117,0,749,14408,2,45901,1,0,1,6,8,0,0,4.046,1.0
910118,0,749,14408,1,5810,1,0,1,4,8,0,0,0.512,1.0
910119,0,749,14408,2,54859,2,0,3,2,8,0,0,3.216,1.0
910120,0,749,14408,5,261778,1,0,5,2,8,0,0,9.652,1.0
910121,0,749,14408,2,35301,1,0,5,1,8,0,0,1.357,1.0
910122,0,749,14408,4,129683,3,0,4,3,8,0,0,5.766,1.0
910123,0,749,14408,2,46023,0,0,1,6,8,0,0,4.401,1.0
910124,0,749,14408,1,24270,0,0,1,6,8,0,0,2.321,1.0
910125,0,749,14408,2,46920,0,0,1,4,8,0,0,4.487,1.0
910126,0,749,14408,2,59809,3,0,5,7,8,0,0,2.205,1.0
910127,0,749,14408,2,38139,2,0,2,1,8,0,0,2.612,1.0
910128,0,749,14408,3,87096,2,0,4,2,8,0,0,3.939,1.0
910129,0,749,14408,1,27610,1,0,2,1,8,0,0,1.891,1.0
910130,0,749,14408,4,101479,2,0,3,1,8,0,0,5.782,1.0
910131,0,749,14408,2,44820,1,0,1,4,8,0,0,3.951,1.0
910132,0,749,14408,1,28210,0,0,2,3,8,0,0,1.932,1.0
910133,0,749,14408,2,41593,1,0,1,4,8,0,0,3.667,1.0
910134,0,749,14408,5,220881,2,0,3,1,8,0,0,12.584,1.0
910135,0,749,14408,3,80676,2,0,2,1,8,0,0,6.121,1.0
910136,0,749,14408,5,171854,2,0,5,3,8,0,0,6.443,1.0
910137,0,749,14408,3,73471,1,0,4,5,8,0,0,3.323,1.0
910138,0,749,14408,2,47083,1,0,1,4,8,0,0,4.15,1.0
910139,0,749,14408,2,52510,2,0,4,1,8,0,0,2.375,1.0
910140,0,749,14408,5,306764,2,0,2,3,8,0,0,21.008,1.0
910141,0,749,14408,1,26244,1,0,1,4,8,0,0,2.313,1.0
910142,0,749,14408,2,40475,0,0,2,5,8,0,0,2.772,1.0
910143,0,749,14408,3,93721,1,0,2,7,8,0,0,6.418,1.0
910144,0,749,14408,3,87684,1,0,2,3,8,0,0,5.834,1.0
910145,0,749,14408,4,100326,0,0,2,3,8,0,0,6.675,1.0
910146,0,749,14408,2,49776,3,0,3,1,8,0,0,2.918,1.0
910147,0,749,14408,3,86361,2,0,4,1,8,0,0,3.778,1.0
910148,0,749,14408,5,241913,4,0,6,1,8,0,0,7.754,1.0
910149,0,749,14408,2,33891,4,0,4,1,8,0,0,1.507,1.0
910150,0,749,14408,1,5127,2,0,5,1,8,0,0,0.197,1.0
910151,0,749,14408,5,157156,1,0,3,1,8,0,0,9.214,1.0
910152,0,749,14408,5,272878,6,0,6,2,8,0,0,8.747,1.0
910188,0,717,14403,5,193421,2,0,6,2,2,0,0,6.638,1.0
910189,0,717,14403,3,69991,2,0,2,1,2,0,0,4.793,1.0
910190,0,717,14403,5,288068,0,0,2,3,2,0,0,21.856,1.0
910191,0,717,14403,4,142458,1,0,2,1,2,0,0,9.756,1.0
910192,0,717,14403,2,35601,1,0,3,1,2,0,0,2.087,1.0
910193,0,717,14403,2,57707,2,0,2,5,2,0,0,3.952,1.0
910194,0,717,14403,2,54766,2,0,3,1,2,0,0,3.211,1.0
910195,0,717,14403,2,49572,1,0,2,1,2,0,0,3.395,1.0
910196,0,717,14403,3,86999,1,0,2,1,2,0,0,5.958,1.0
910197,0,717,14403,2,39592,0,0,2,7,3,0,0,3.004,1.0
910198,0,717,14403,3,74647,1,0,1,4,2,0,0,6.58,1.0
910199,0,717,14403,1,25315,1,0,1,6,2,0,0,2.232,1.0
910200,0,717,14403,2,34671,1,0,1,4,2,0,0,3.056,1.0
910201,0,717,14403,4,116492,1,0,1,6,2,0,0,10.269,1.0
910202,0,717,14403,1,10664,1,0,1,6,2,0,0,0.94,1.0
910203,0,717,14403,1,9107,0,0,1,6,2,0,0,0.871,1.0
910204,0,717,14403,1,5639,1,0,1,4,2,0,0,0.497,1.0
910205,0,717,14403,2,59761,1,0,1,4,2,0,0,5.268,1.0
910206,0,717,14403,2,53000,0,0,1,6,2,0,0,4.672,1.0
910207,0,717,14403,4,112277,1,0,3,1,2,0,0,6.582,1.0
910208,0,717,14403,4,115015,1,0,2,1,2,0,0,7.877,1.0
910209,0,717,14403,5,186995,2,0,2,1,2,0,0,12.806,1.0
910210,0,717,14403,2,58781,0,0,1,4,2,0,0,5.621,1.0
910211,0,717,14403,3,66812,0,0,4,3,2,0,0,3.021,1.0
910212,0,717,14403,2,37769,6,0,7,3,2,0,0,1.046,1.0
910213,0,717,14403,5,265867,2,0,6,1,2,0,0,9.125,1.0
910214,0,717,14403,4,128944,1,0,3,1,2,0,0,7.34,1.0
910243,0,725,14427,2,46512,1,0,2,1,8,0,0,3.185,1.0
910244,0,725,14427,2,56120,2,0,2,1,8,0,0,3.843,1.0
910245,0,725,14427,4,104415,2,0,2,1,8,0,0,7.151,1.0
910246,0,725,14427,5,300337,1,0,2,5,8,0,0,20.568,1.0
910247,0,725,14427,2,58595,1,0,3,1,8,0,0,3.435,1.0
910248,0,725,14427,3,87538,1,0,2,1,8,0,0,5.995,1.0
910249,0,725,14427,2,31882,1,0,2,2,8,0,0,2.183,1.0
910250,0,725,14427,1,4272,0,0,2,1,8,0,0,0.324,1.0
910251,0,725,14427,5,150557,1,0,2,2,8,0,0,10.311,1.0
910252,0,725,14427,5,185827,1,0,4,1,8,0,0,8.404,1.0
910253,0,725,14427,3,89106,1,0,3,1,8,0,0,5.077,1.0
910254,0,725,14427,1,428,2,0,3,1,8,0,0,0.024,1.0
910255,0,725,14427,3,73177,2,0,2,1,8,0,0,5.011,1.0
910256,0,725,14427,4,143958,2,0,2,1,8,0,0,9.859,1.0
910257,0,725,14427,3,95818,0,0,2,7,8,0,0,7.27,1.0
910258,0,725,14427,3,65037,1,0,3,5,8,0,0,3.813,1.0
910259,0,725,14427,2,38366,2,0,2,3,8,0,0,2.627,1.0
910260,0,725,14427,3,87391,2,0,2,1,8,0,0,5.985,1.0
910261,0,725,14427,2,32031,0,0,4,1,8,0,0,1.449,1.0
910262,0,725,14427,5,219712,3,0,4,1,8,0,0,9.769,1.0
910263,0,725,14427,3,62329,1,0,2,5,8,0,0,4.269,1.0
910264,0,725,14427,1,27391,0,0,2,1,8,0,0,2.078,1.0
910265,0,725,14427,3,82440,2,0,3,1,8,0,0,4.697,1.0
910266,0,725,14427,2,46390,2,0,2,3,8,0,0,3.177,1.0
910267,0,725,14427,4,122190,3,0,4,3,8,0,0,5.345,1.0
910268,0,725,14427,5,179653,0,0,2,3,8,0,0,13.631,1.0
910269,0,725,14427,3,75284,1,0,1,4,8,0,0,6.636,1.0
910270,0,725,14427,5,285731,2,0,2,1,8,0,0,21.679,1.0
910271,0,725,14427,5,162556,2,0,3,1,8,0,0,9.261,1.0
910272,0,725,14427,3,85038,1,0,1,4,8,0,0,7.496,1.0
910273,0,725,14427,4,114487,1,0,1,4,8,0,0,10.092,1.0
910274,0,725,14427,5,163755,1,0,1,4,8,0,0,14.435,1.0
910275,0,725,14427,5,196343,1,0,1,6,8,0,0,17.308,1.0
910276,0,725,14427,1,28864,0,0,1,4,8,0,0,2.544,1.0
910277,0,725,14427,2,39393,1,0,1,4,8,0,0,3.473,1.0
910278,0,725,14427,2,37626,1,0,1,4,8,0,0,3.598,1.0
910279,0,725,14427,5,161056,1,0,1,4,8,0,0,14.197,1.0
910280,0,725,14427,4,134220,1,0,1,4,8,0,0,11.832,1.0
910281,0,725,14427,3,74598,0,0,1,6,8,0,0,6.576,1.0
910282,0,725,14427,4,117336,0,0,1,6,8,0,0,11.22,1.0
910283,0,725,14427,1,23689,1,0,1,6,8,0,0,2.265,1.0
910284,0,725,14427,2,49205,2,0,2,1,8,0,0,3.37,1.0
910285,0,725,14427,2,36259,1,0,5,3,8,0,0,1.393,1.0
910286,0,725,14427,3,89253,2,0,6,1,8,0,0,2.97,1.0
910287,0,725,14427,3,61722,1,0,1,6,8,0,0,5.441,1.0
910288,0,725,14427,3,74255,1,0,2,1,8,0,0,5.085,1.0
910289,0,725,14427,4,106092,4,0,4,1,8,0,0,4.717,1.0
910290,0,725,14427,2,36658,1,0,3,3,8,0,0,2.089,1.0
910291,0,725,14427,3,62376,2,0,3,5,8,0,0,3.657,1.0
910292,0,725,14427,4,116914,1,0,4,1,8,0,0,5.115,1.0
910293,0,725,14427,5,196928,4,0,5,3,8,0,0,7.261,1.0
910294,0,725,14427,3,73372,1,0,6,2,8,0,0,2.566,1.0
910295,0,725,14427,1,23921,1,0,2,2,8,0,0,1.638,1.0
910296,0,725,14427,2,55700,2,0,2,1,8,0,0,3.815,1.0
910297,0,725,14427,3,75382,2,0,4,3,8,0,0,3.409,1.0
910298,0,725,14427,2,59248,3,0,4,1,8,0,0,2.592,1.0
910299,0,725,14427,3,86753,4,0,9,1,8,0,0,1.918,1.0
910300,0,725,14427,1,11736,1,0,2,3,8,0,0,0.781,1.0
910301,0,725,14427,3,70677,2,0,2,1,8,0,0,4.84,1.0
910302,0,725,14427,5,235487,1,0,4,7,8,0,0,10.649,1.0
910303,0,725,14427,2,52958,1,0,4,1,8,0,0,2.395,1.0
910304,0,725,14427,1,24966,3,0,9,3,8,0,0,0.517,1.0
910305,0,675,14445,2,39791,0,0,2,1,3,0,0,3.019,1.0
910306,0,675,14445,2,57194,2,0,2,1,2,0,0,3.917,1.0
910307,0,675,14445,1,22993,1,0,3,1,2,0,0,1.31,1.0
910308,0,675,14445,2,31429,2,0,2,1,2,0,0,2.152,1.0
910309,0,675,14445,1,8801,0,0,2,1,3,0,0,0.603,1.0
910310,0,675,14445,5,236071,0,0,2,1,2,0,0,17.911,1.0
910311,0,675,14445,5,270541,3,0,4,1,2,0,0,11.835,1.0
910312,0,675,14445,3,82293,2,0,2,5,2,0,0,6.244,1.0
910313,0,675,14445,1,14233,1,0,2,1,2,0,0,1.08,1.0
910314,0,675,14445,2,57474,2,0,4,1,2,0,0,2.599,1.0
910315,0,675,14445,3,75872,1,0,2,1,2,0,0,5.196,1.0
910316,0,675,14445,4,107979,2,0,5,1,2,0,0,4.149,1.0
910317,0,675,14445,4,105358,1,0,4,1,2,0,0,4.765,1.0
910318,0,675,14445,5,185242,1,0,2,2,2,0,0,12.686,1.0
910319,0,675,14445,3,89792,1,0,3,1,3,0,0,5.116,1.0
910320,0,675,14445,1,1110,1,0,2,5,2,0,0,0.076,1.0
910321,0,675,14445,2,52428,2,0,2,1,2,0,0,3.59,1.0
910322,0,675,14445,4,106301,2,0,2,1,3,0,0,7.28,1.0
910323,0,675,14445,5,234903,1,0,1,4,2,0,0,20.707,1.0
910324,0,675,14445,3,76608,1,0,1,6,2,0,0,6.753,1.0
910325,0,675,14445,4,109656,1,0,1,4,2,0,0,9.666,1.0
910326,0,675,14445,3,76902,1,0,1,6,2,0,0,6.779,1.0
910327,0,675,14445,3,62143,2,0,2,1,2,0,0,4.256,1.0
910328,0,675,14445,3,83911,3,0,5,1,2,0,0,3.146,1.0
910329,0,675,14445,5,170654,0,0,4,1,2,0,0,7.717,1.0
910330,0,675,14445,4,116703,1,0,2,5,2,0,0,7.992,1.0
910331,0,675,14445,1,29246,0,0,1,4,2,0,0,2.578,1.0
910332,0,675,14445,2,37911,2,0,2,1,2,0,0,2.596,1.0
910333,0,675,14445,5,178453,1,0,2,3,2,0,0,13.54,1.0
910334,0,675,14445,1,2563,1,0,1,6,2,0,0,0.226,1.0
910335,0,675,14445,4,113643,2,0,2,1,2,0,0,7.783,1.0
910336,0,675,14445,2,53041,0,0,2,1,2,0,0,3.632,1.0
910337,0,675,14445,3,77784,2,0,3,1,2,0,0,4.432,1.0
910338,0,675,14445,2,42321,2,0,5,1,2,0,0,1.626,1.0
910339,0,675,14445,2,39848,2,0,3,3,3,0,0,2.336,1.0
910340,0,675,14445,3,78274,3,0,4,1,3,0,0,3.48,1.0
910341,0,675,14445,2,36885,0,0,1,4,2,0,0,3.527,1.0
910342,0,675,14445,3,65458,1,0,3,3,2,0,0,3.838,1.0
910343,0,675,14445,4,103576,3,0,4,1,3,0,0,4.531,1.0
910344,0,675,14445,3,81999,3,0,4,1,3,0,0,3.646,1.0
910345,0,675,14445,5,216207,2,0,4,1,2,0,0,9.777,1.0
910346,0,675,14445,4,114276,5,0,8,2,2,0,0,2.847,1.0
910347,0,675,14445,3,75235,2,0,2,1,2,0,0,5.152,1.0
910348,0,675,14445,5,156256,1,0,3,7,2,0,0,8.902,1.0
910349,0,675,14445,2,34221,2,0,6,1,2,0,0,1.116,1.0
910350,0,675,14440,2,39364,0,0,1,6,2,0,0,3.764,1.0
910351,0,675,14440,1,10226,1,0,2,2,2,0,0,0.7,1.0
910352,0,675,14440,4,125251,2,0,4,3,2,0,0,5.569,1.0
910353,0,675,14440,5,231982,2,0,2,1,2,0,0,15.887,1.0
910354,0,675,14440,2,34161,2,0,2,1,2,0,0,2.339,1.0
910355,0,675,14440,3,87489,2,0,2,1,2,0,0,5.992,1.0
910356,0,675,14440,5,223803,2,0,3,7,2,0,0,13.121,1.0
910357,0,675,14440,2,51081,2,0,2,1,3,0,0,3.498,1.0
910358,0,675,14440,2,35061,1,0,5,1,2,0,0,1.347,1.0
910359,0,675,14440,1,12466,1,0,1,4,2,0,0,1.192,1.0
910360,0,675,14440,5,209196,0,0,2,3,2,0,0,13.972,1.0
910361,0,675,14440,4,146658,3,0,4,1,2,0,0,6.521,1.0
910362,0,675,14440,3,86606,2,0,2,1,2,0,0,5.931,1.0
910363,0,675,14440,3,68030,1,0,2,1,2,0,0,4.659,1.0
910364,0,675,14440,1,11298,1,0,2,1,2,0,0,0.774,1.0
910365,0,675,14440,4,124829,1,0,2,5,3,0,0,8.549,1.0
910366,0,675,14440,3,89596,3,0,5,1,3,0,0,3.359,1.0
910367,0,675,14440,3,92988,2,0,2,1,3,0,0,6.368,1.0
910368,0,675,14440,2,57568,1,0,3,1,2,0,0,3.28,1.0
910369,0,675,14440,2,46880,1,0,2,1,2,0,0,3.557,1.0
910370,0,675,14440,3,78078,1,0,2,1,2,0,0,5.347,1.0
910371,0,675,14440,3,77049,0,0,1,6,2,0,0,6.792,1.0
910372,0,675,14440,2,32752,0,0,1,6,3,0,0,3.132,1.0
910373,0,675,14440,2,35421,1,0,1,6,3,0,0,3.122,1.0
910374,0,675,14440,4,121029,1,0,1,4,2,0,0,10.669,1.0
910375,0,675,14440,3,79647,1,0,1,4,2,0,0,7.021,1.0
910376,0,675,14440,3,96866,1,0,1,4,2,0,0,8.539,1.0
910377,0,675,14440,4,103681,0,0,1,4,2,0,0,9.914,1.0
910378,0,675,14440,5,296247,1,0,1,4,2,0,0,26.115,1.0
910379,0,675,14440,5,281058,1,0,1,6,2,0,0,24.776,1.0
910380,0,675,14440,2,34761,3,0,4,1,3,0,0,1.521,1.0
910381,0,675,14440,1,6408,1,0,4,3,2,0,0,0.289,1.0
910382,0,675,14440,3,99697,1,0,3,1,2,0,0,5.68,1.0
910383,0,675,14440,3,81019,1,0,2,1,2,0,0,5.548,1.0
910384,0,675,14440,5,199849,2,0,3,1,2,0,0,11.386,1.0
910385,0,675,14440,2,34941,1,0,4,1,2,0,0,1.529,1.0
910386,0,675,14440,5,258272,2,0,2,5,2,0,0,17.687,1.0
910387,0,675,14440,2,41436,1,0,1,4,2,0,0,3.653,1.0
910388,0,675,14440,3,79891,1,0,2,1,2,0,0,5.471,1.0
910389,0,675,14440,1,12613,1,0,2,1,2,0,0,0.864,1.0
910390,0,675,14440,2,46634,1,0,3,5,2,0,0,2.657,1.0
910391,0,675,14440,2,38652,1,0,1,4,2,0,0,3.407,1.0
910392,0,675,14440,1,29628,1,0,2,2,2,0,0,1.971,1.0
910393,0,675,14440,3,76657,2,0,3,1,2,0,0,4.367,1.0
910394,0,675,14440,3,60649,1,0,3,1,2,0,0,3.556,1.0
910395,0,675,14440,3,61956,3,0,4,1,3,0,0,2.755,1.0
910396,0,675,14440,3,85283,2,0,4,2,2,0,0,3.857,1.0
910397,0,675,14440,1,24735,1,0,2,1,2,0,0,1.694,1.0
910398,0,675,14440,3,96132,4,0,4,1,3,0,0,4.274,1.0
910399,0,675,14440,4,129577,1,0,3,1,2,0,0,7.597,1.0
910626,0,751,14420,3,90331,4,0,5,1,3,0,0,3.283,1.0
910627,0,751,14420,1,29465,0,0,4,3,2,0,0,1.328,1.0
910628,0,751,14420,2,31047,2,0,2,1,2,0,0,2.126,1.0
910629,0,751,14420,2,45028,2,0,3,1,2,0,0,2.565,1.0
910630,0,751,14420,4,108923,2,0,6,1,2,0,0,3.738,1.0
910631,0,751,14420,2,34551,0,0,2,1,3,0,0,2.621,1.0
910632,0,751,14420,2,32152,0,0,2,1,2,0,0,2.439,1.0
910633,0,751,14420,2,37199,1,0,1,6,3,0,0,3.279,1.0
910634,0,751,14420,2,40674,0,0,3,3,3,0,0,2.315,1.0
910635,0,751,14420,5,250093,1,0,3,3,2,0,0,14.249,1.0
910636,0,751,14420,2,50878,1,0,3,1,2,0,0,2.899,1.0
910637,0,751,14420,2,55466,0,0,4,1,2,0,0,2.426,1.0
910638,0,751,14411,3,61629,0,0,2,1,8,0,0,4.676,1.0
910639,0,751,14411,4,121451,2,0,2,1,2,0,0,8.317,1.0
910640,0,751,14411,4,128417,2,0,2,5,8,0,0,8.794,1.0
910641,0,751,14411,5,241329,4,0,4,1,8,0,0,10.73,1.0
910642,0,751,14411,4,147557,2,0,3,1,8,0,0,8.407,1.0
910643,0,751,14411,3,81705,2,0,3,1,8,0,0,4.79,1.0
910644,0,751,14411,3,97601,1,0,2,1,3,0,0,7.405,1.0
910645,0,751,14411,5,226724,3,0,3,1,2,0,0,13.292,1.0
910646,0,751,14411,2,37541,1,0,2,1,8,0,0,2.571,1.0
910647,0,751,14411,5,177853,2,0,4,1,8,0,0,8.043,1.0
910648,0,751,14411,2,39421,1,0,2,1,8,0,0,2.991,1.0
910649,0,751,14411,2,49613,0,0,1,6,2,0,0,4.374,1.0
910650,0,751,14411,5,290405,1,0,1,4,2,0,0,25.6,1.0
910651,0,751,14411,2,32541,0,0,1,4,8,0,0,3.112,1.0
910652,0,751,14411,5,211533,0,0,1,6,2,0,0,20.227,1.0
910653,0,751,14411,2,43414,1,0,1,4,8,0,0,3.827,1.0
910654,0,751,14411,2,51816,0,0,1,6,8,0,0,4.955,1.0
910655,0,751,14411,4,113327,1,0,1,4,8,0,0,9.99,1.0
910656,0,751,14411,3,87635,1,0,1,4,2,0,0,7.725,1.0
910657,0,751,14411,5,173054,0,0,1,4,8,0,0,16.548,1.0
910658,0,751,14411,3,89841,1,0,1,4,8,0,0,7.92,1.0
910659,0,751,14411,3,74892,3,0,3,3,8,0,0,4.391,1.0
910660,0,751,14411,2,40047,2,0,4,1,8,0,0,1.811,1.0
910661,0,751,14411,5,255351,2,0,2,1,2,0,0,17.487,1.0
910662,0,751,14411,1,5298,4,0,8,2,2,0,0,0.135,1.0
910663,0,751,14411,3,76216,2,0,3,3,2,0,0,4.342,1.0
910664,0,751,14411,2,40645,1,0,1,6,8,0,0,3.583,1.0
910665,0,751,14411,2,49736,0,0,1,6,2,0,0,4.756,1.0
910666,0,751,14411,1,1966,2,0,4,1,2,0,0,0.089,1.0
910667,0,751,14411,2,58548,1,0,6,2,2,0,0,1.948,1.0
910668,0,751,14411,3,90086,3,0,4,1,2,0,0,4.005,1.0
910669,0,751,14411,3,78323,1,0,2,1,8,0,0,5.943,1.0
910670,0,751,14411,3,98963,6,0,6,3,8,0,0,3.172,1.0
910671,0,751,14411,4,144257,5,0,8,3,8,0,0,3.593,1.0
910672,0,751,14411,1,19085,2,0,2,7,3,0,0,1.307,1.0
910673,0,751,14411,3,70776,1,0,2,3,8,0,0,4.709,1.0
910674,0,751,14411,2,40361,1,0,2,1,8,0,0,2.764,1.0
910675,0,751,14411,5,224971,4,0,4,5,2,0,0,10.003,1.0
910740,0,749,14416,2,31762,0,0,2,1,8,0,0,2.175,1.0
910741,0,749,14416,2,55233,2,0,3,1,8,0,0,3.238,1.0
910742,0,749,14416,2,43882,0,0,2,1,8,0,0,3.329,1.0
910743,0,749,14416,5,188163,2,0,2,5,2,0,0,12.886,1.0
910744,0,749,14416,3,60462,1,0,2,1,8,0,0,4.141,1.0
910745,0,749,14416,5,177254,2,0,2,1,8,0,0,12.139,1.0
910746,0,749,14416,3,70579,1,0,1,6,8,0,0,6.222,1.0
910747,0,749,14416,3,70187,0,0,3,1,8,0,0,3.999,1.0
910748,0,749,14416,2,37683,6,0,6,2,8,0,0,1.208,1.0
910749,0,749,14416,4,116281,2,0,2,1,8,0,0,7.963,1.0
910750,0,749,14416,1,12029,2,0,3,1,2,0,0,0.705,1.0
910751,0,749,14416,3,91310,1,0,2,1,8,0,0,6.928,1.0
910752,0,749,14416,2,49899,2,0,2,1,8,0,0,3.417,1.0
910753,0,749,14416,3,76510,2,0,2,5,8,0,0,5.24,1.0
910754,0,749,14416,3,80773,1,0,3,1,8,0,0,4.602,1.0
910755,0,749,14416,2,53489,3,0,4,1,8,0,0,2.378,1.0
910756,0,749,14416,3,70383,1,0,2,3,2,0,0,4.82,1.0
910757,0,749,14416,3,67139,2,0,2,1,8,0,0,4.598,1.0
910758,0,749,14416,1,21512,1,0,2,2,8,0,0,1.473,1.0
910759,0,749,14416,2,48307,1,0,1,6,2,0,0,4.258,1.0
910760,0,749,14416,4,104624,0,0,1,6,8,0,0,9.223,1.0
910761,0,749,14416,1,12953,1,0,1,6,8,0,0,1.142,1.0
910762,0,749,14416,1,20380,0,0,1,6,2,0,0,1.797,1.0
910763,0,749,14416,2,36601,1,0,1,6,2,0,0,3.226,1.0
910764,0,749,14416,1,12564,1,0,1,4,8,0,0,1.108,1.0
910765,0,749,14416,3,80823,1,0,1,6,8,0,0,7.125,1.0
910766,0,749,14416,2,33172,1,0,1,4,3,0,0,2.924,1.0
910767,0,749,14416,3,72589,1,0,1,6,8,0,0,6.399,1.0
910768,0,749,14416,1,1025,1,0,1,6,8,0,0,0.09,1.0
910769,0,749,14416,2,47491,1,0,2,1,8,0,0,3.252,1.0
910770,0,749,14416,2,45329,1,0,1,4,2,0,0,3.996,1.0
910771,0,749,14416,2,42581,3,0,4,5,8,0,0,1.893,1.0
910772,0,749,14416,5,156856,2,0,5,1,8,0,0,6.028,1.0
910773,0,749,14416,2,33921,1,0,4,1,8,0,0,1.534,1.0
910774,0,749,14416,4,107454,2,0,2,1,2,0,0,7.359,1.0
910775,0,749,14416,5,176353,2,0,2,1,8,0,0,12.077,1.0
910776,0,749,14416,4,111334,3,0,4,1,2,0,0,4.95,1.0
910777,0,749,14416,3,69207,2,0,3,5,2,0,0,4.057,1.0
910778,0,749,14416,2,35451,2,0,2,5,3,0,0,2.428,1.0
910779,0,749,14416,4,122823,1,0,1,4,3,0,0,10.827,1.0
910780,0,749,14416,2,35721,1,0,2,3,8,0,0,2.71,1.0
910781,0,749,14416,3,78813,2,0,2,7,2,0,0,5.397,1.0
910782,0,749,14416,2,36971,2,0,6,1,2,0,0,1.269,1.0
910783,0,749,14416,3,85871,1,0,4,3,8,0,0,3.87,1.0
910784,0,749,14416,2,36201,1,0,4,5,2,0,0,1.637,1.0
910785,0,749,14416,4,134853,2,0,3,1,8,0,0,7.683,1.0
910786,0,749,14416,4,134009,2,0,3,1,8,0,0,7.635,1.0
910787,0,749,14416,3,74451,1,0,2,5,2,0,0,5.099,1.0
910788,0,749,14416,2,33861,1,0,3,1,8,0,0,1.929,1.0
910789,0,742,14405,5,224387,3,0,3,1,8,0,0,13.155,1.0
910790,0,742,14405,3,84450,2,0,2,1,8,0,0,5.783,1.0
910791,0,742,14405,2,44455,0,0,2,1,2,0,0,3.373,1.0
910792,0,742,14405,5,150857,1,0,2,1,8,0,0,11.446,1.0
910793,0,742,14405,4,120607,2,0,4,1,2,0,0,5.454,1.0
910794,0,742,14405,3,73961,0,0,1,6,3,0,0,7.072,1.0
910795,0,742,14405,4,102108,1,0,1,4,3,0,0,9.764,1.0
910796,0,742,14405,4,139459,1,0,1,6,8,0,0,12.294,1.0
910797,0,742,14405,3,64524,3,0,5,7,2,0,0,2.345,1.0
910798,0,742,14405,3,77686,2,0,2,1,2,0,0,5.32,1.0
910799,0,742,14405,3,90381,2,0,4,1,2,0,0,3.954,1.0
910800,0,742,14405,2,40219,1,0,5,5,8,0,0,1.57,1.0
910801,0,742,14405,5,312022,1,0,3,1,2,0,0,17.777,1.0
910837,0,675,14441,1,13441,1,0,4,1,2,0,0,0.608,1.0
910838,0,675,14441,4,105463,1,0,3,1,2,0,0,6.009,1.0
910839,0,675,14441,3,69109,2,0,2,1,2,0,0,4.733,1.0
910840,0,675,14441,4,120818,0,0,2,2,2,0,0,8.274,1.0
910841,0,675,14441,3,80724,2,0,2,1,2,0,0,5.528,1.0
910842,0,675,14441,5,293911,0,0,1,4,3,0,0,28.104,1.0
